Country,Region,Income_Group,Year,GDP_per_capita,Life_Expectancy,Population
India,Asia,High,2004,20628.63,83.7,1073391368
India,Asia,High,2004,16525.66,85.4,1014877852
India,Asia,High,2004,16081.45,85,1049176961
India,Asia,High,2004,22323.36,82.6,1034860474
India,Asia,High,2004,17448.32,84.6,1065821826
India,Asia,High,2004,20306.07,83.6,1046874481
India,Asia,High,2004,18924.47,84.3,1016416327
India,Asia,High,2004,18055.54,85.2,1029353796
India,Asia,High,2004,18886.66,83.3,1048880110
India,Asia,High,2004,19989.45,83.6,1006475626
India,Asia,High,2004,16982.67,82.5,1002664757
India,Asia,High,2004,21756.78,83.7,1046500370
India,Asia,High,2004,18241.81,82.6,993289043
India,Asia,High,2004,19077.59,84,1049106638
India,Asia,High,2004,18757.6,84,1072454552
India,Asia,High,2004,21481.49,84.2,999534219
India,Asia,High,2004,20110.67,84.5,1071373816
India,Asia,High,2004,17055.75,81.9,1003979573
India,Asia,High,2004,17653.77,84.6,1051968039
India,Asia,High,2004,16469.64,84.2,1028863313
India,Asia,High,2004,15545.38,83.5,1060838066
India,Asia,High,2004,22670.39,83.2,1070036508
India,Asia,High,2004,21937.12,85.6,1052019618
India,Asia,High,2004,16525.79,82.6,1087056302
India,Asia,High,2004,16687.6,84.6,1045098719
India,Asia,High,2004,19555.27,83.7,993805343
India,Asia,High,2004,17884.76,82.4,1044007664
India,Asia,High,2004,20006.63,84.1,993571790
India,Asia,High,2004,18797.21,84.5,1068580809
India,Asia,High,2004,19659.91,84.9,1048944210
India,Asia,High,2004,20673.36,83.8,1014454175
India,Asia,High,2004,19771.27,82.9,1048401007
India,Asia,High,2004,20291.64,84.8,1002142074
India,Asia,High,2004,19956.78,83.9,1026533937
India,Asia,High,2004,16216.03,85.4,1040501598
India,Asia,High,2004,21805.91,86.3,1014104309
India,Asia,High,2005,18440.38,84.3,1019065482
India,Asia,High,2005,22899.07,83.3,1088364535
India,Asia,High,2005,18474.64,85.8,1103023170
India,Asia,High,2005,20316.4,83.8,1080679072
India,Asia,High,2005,20112.13,84.9,1088919346
India,Asia,High,2005,18650.6,84.6,1029306750
India,Asia,High,2005,20427.8,84.3,1037818130
India,Asia,High,2005,21878.19,85,1052170522
India,Asia,High,2005,20143.05,84.4,1070371405
India,Asia,High,2005,15824.72,85.8,1065443002
India,Asia,High,2005,17498.5,82.1,1060618895
India,Asia,High,2005,15880.66,85.7,1039575196
India,Asia,High,2005,20688.51,85.3,1022015844
India,Asia,High,2005,19295.13,85.3,1082779233
India,Asia,High,2005,20556.48,85.2,1086702800
India,Asia,High,2005,18786.06,83.5,1079882702
India,Asia,High,2005,21777.39,84,1015269027
India,Asia,High,2005,15947.05,84.8,1052704605
India,Asia,High,2005,19396.98,87,1061465029
India,Asia,High,2005,15454.85,83.6,1085995503
India,Asia,High,2005,19355.15,83.9,1064176635
India,Asia,High,2005,20391.4,85.9,1091801591
India,Asia,High,2005,19146.29,84.4,1028424922
India,Asia,High,2005,16795.06,83.3,1069403885
India,Asia,High,2005,18911,83.5,1081154733
India,Asia,High,2005,18000.96,84.3,1101523191
India,Asia,High,2005,21121.71,84.8,1043975430
India,Asia,High,2005,18373.12,83.4,1024087011
India,Asia,High,2005,18604.11,85.2,1037315691
India,Asia,High,2005,20120.9,82.4,1044490346
India,Asia,High,2005,18119.5,84.8,1087677368
India,Asia,High,2005,17941.39,84.3,1048211751
India,Asia,High,2005,16980.63,80.7,1101491918
India,Asia,High,2005,18649.03,84.1,1100888729
India,Asia,High,2005,20021.78,82.2,1021887130
India,Asia,High,2005,18236.79,85.1,1027658017
India,Asia,High,2005,19431.86,82.2,1107527402
India,Asia,High,2005,22729.23,82.1,1095378608
India,Asia,High,2005,17304.81,84.2,1036063023
India,Asia,High,2005,18007.95,82.1,1049510512
India,Asia,High,2006,18967.36,85.5,1065822921
India,Asia,High,2006,17667.54,85.9,1105205807
India,Asia,High,2006,17342,85,1092107267
India,Asia,High,2006,23462.87,86.5,1067197523
India,Asia,High,2006,22205.68,84.1,1026769637
India,Asia,High,2006,18966.52,83.9,1096297220
India,Asia,High,2006,20588.79,83.8,1072061459
India,Asia,High,2006,21651.41,81.5,1042904919
India,Asia,High,2006,19856.46,82.4,1079382460
India,Asia,High,2006,21036.94,81.9,1110647672
India,Asia,High,2006,22393.09,84.7,1101864513
India,Asia,High,2006,19837.6,84.2,1102028657
India,Asia,High,2006,19404.39,82.9,1050400308
India,Asia,High,2006,20164.52,83.3,1094443021
India,Asia,High,2006,20313.58,85.2,1091025958
India,Asia,High,2006,20158.99,85,1051670092
India,Asia,High,2006,19130.33,85.4,1019418392
India,Asia,High,2006,19104.8,85.3,1098498562
India,Asia,High,2006,21242.67,83.7,1039229151
India,Asia,High,2006,20067.72,83,1121116063
India,Asia,High,2006,17816.67,84,1067592110
India,Asia,High,2006,22370.24,84.2,1090480626
India,Asia,High,2006,17780.58,83.6,1084729113
India,Asia,High,2006,18251.36,83.9,1112049614
India,Asia,High,2006,21472.64,85.5,1103710938
India,Asia,High,2006,21838.22,84.3,1069015496
India,Asia,High,2006,19595.06,83.3,1068948578
India,Asia,High,2006,18976.05,84.5,1030729712
India,Asia,High,2006,18469.9,83,1094045268
India,Asia,High,2006,20885.53,82.5,1068607386
India,Asia,High,2006,21597.37,84.4,1058995919
India,Asia,High,2006,19190.04,85.9,1053595277
India,Asia,High,2006,20038.91,83.9,1023056047
India,Asia,High,2006,19480.59,85.6,1113647175
India,Asia,High,2006,20940.15,85.9,1117260402
India,Asia,High,2006,20597.91,84,1030193257
India,Asia,High,2006,17185.92,84,1073479705
India,Asia,High,2006,20243.44,83.8,1106258244
India,Asia,High,2006,19097.92,86.9,1052580840
India,Asia,High,2006,18249.23,82,1091130679
India,Asia,High,2007,18904.91,87,1035338921
India,Asia,High,2007,19860.27,83.4,1114427519
India,Asia,High,2007,20648.21,86.6,1036503555
India,Asia,High,2007,22248.75,85,1105418308
India,Asia,High,2007,20381.56,84.2,1124799745
India,Asia,High,2007,22354.22,85.5,1032707567
India,Asia,High,2007,19856.43,84.4,1090731489
India,Asia,High,2007,17393.22,83.9,1040159850
India,Asia,High,2007,19093.05,85,1039593247
India,Asia,High,2007,22357.24,83.8,1107684611
India,Asia,High,2007,20221.64,83.4,1083614114
India,Asia,High,2007,22343.73,85.8,1066559735
India,Asia,High,2007,19038.29,87.5,1122814093
India,Asia,High,2007,16527.94,85.8,1070861590
India,Asia,High,2007,22322.74,84.6,1085340438
India,Asia,High,2007,22167.19,85.2,1083369066
India,Asia,High,2007,21837.16,84,1072269366
India,Asia,High,2007,20706.19,84.2,1027154768
India,Asia,High,2007,19665.45,82.8,1127959637
India,Asia,High,2007,20285.53,83.6,1089919890
India,Asia,High,2007,19305.39,82.4,1037043514
India,Asia,High,2007,20752.41,81.7,1106301474
India,Asia,High,2007,20308.65,84.1,1059240697
India,Asia,High,2007,21003.8,85.1,1090822826
India,Asia,High,2007,21012.06,83.9,1032005321
India,Asia,High,2007,19954.35,83.2,1040583133
India,Asia,High,2007,21166.57,82.4,1133337535
India,Asia,High,2007,20687.19,85.3,1124838685
India,Asia,High,2007,20098.17,83.4,1117713844
India,Asia,High,2007,21249.16,83.6,1040139976
India,Asia,High,2007,20129.63,83.6,1031100502
India,Asia,High,2007,21094.86,85.7,1050517792
India,Asia,High,2007,24074.5,84.8,1083894890
India,Asia,High,2007,20484.95,82.2,1080235591
India,Asia,High,2007,23675.46,83.4,1107988106
India,Asia,High,2007,20122.36,85.6,1069421913
India,Asia,High,2007,20050.46,82.1,1031927041
India,Asia,High,2007,21082.05,84,1106619435
India,Asia,High,2007,18873.52,83.2,1027678563
India,Asia,High,2007,19968.76,84.3,1084713460
India,Asia,High,2008,22187.04,84.4,1100953673
India,Asia,High,2008,21642.8,86.7,1133002198
India,Asia,High,2008,21061.84,86.4,1133403160
India,Asia,High,2008,19869.02,83.8,1056033776
India,Asia,High,2008,19072.46,83.4,1140173034
India,Asia,High,2008,21302.51,83.6,1059184413
India,Asia,High,2008,22386.11,84.2,1039061968
India,Asia,High,2008,20012.95,85.1,1137834875
India,Asia,High,2008,19609.64,85.4,1059611982
India,Asia,High,2008,20453.41,83.6,1099699315
India,Asia,High,2008,20401.14,83.3,1039491277
India,Asia,High,2008,20494,84.5,1069473364
India,Asia,High,2008,20756.17,83.9,1130338023
India,Asia,High,2008,19047.67,83.8,1120890665
India,Asia,High,2008,19992.48,84.9,1122766007
India,Asia,High,2008,21953.65,85.5,1090268600
India,Asia,High,2008,19945.98,86.6,1109289512
India,Asia,High,2008,18268.17,86,1045673491
India,Asia,High,2008,20152.05,85.7,1128005678
India,Asia,High,2008,20656.31,82.9,1141726770
India,Asia,High,2008,22773.79,84.5,1071116542
India,Asia,High,2008,21521.39,85,1063648009
India,Asia,High,2008,21472.06,84.6,1132222472
India,Asia,High,2008,18055.64,83.6,1073561750
India,Asia,High,2008,22239.05,85.4,1060401928
India,Asia,High,2008,21429.95,85.1,1100016984
India,Asia,High,2008,24599.12,82.3,1055907586
India,Asia,High,2008,20587.82,82.9,1096475603
India,Asia,High,2008,21596.55,84,1144263729
India,Asia,High,2008,20583.36,82.7,1038634179
India,Asia,High,2008,23282.97,86.1,1065559533
India,Asia,High,2008,18595.64,84.7,1056080275
India,Asia,High,2008,18836.12,85.7,1103024659
India,Asia,High,2008,21270.49,84.3,1054851039
India,Asia,High,2008,23770.03,83.9,1081738823
India,Asia,High,2008,22648.53,85.2,1142639010
India,Asia,High,2008,21212.8,84.9,1120394679
India,Asia,High,2008,20340.77,84.4,1091228665
India,Asia,High,2008,19911.56,82.9,1123307188
India,Asia,High,2008,22360.51,84.4,1047519002
India,Asia,High,2009,20622.99,85.7,1085465485
India,Asia,High,2009,22708.6,85.1,1054421249
India,Asia,High,2009,21857.49,84.6,1063597828
India,Asia,High,2009,21645.5,85.5,1118012545
India,Asia,High,2009,19029.03,85.5,1153221562
India,Asia,High,2009,21549.02,85,1136448056
India,Asia,High,2009,20826.53,87.3,1122898920
India,Asia,High,2009,24563.48,85.8,1136493347
India,Asia,High,2009,20460.1,84.4,1067993966
India,Asia,High,2009,23858.12,83.9,1115434735
India,Asia,High,2009,20882.19,87,1117917221
India,Asia,High,2009,20799.51,82,1132122188
India,Asia,High,2009,21050.57,85.7,1054695117
India,Asia,High,2009,19362.82,85.9,1109820692
India,Asia,High,2009,20064.59,84.4,1094435425
India,Asia,High,2009,20711.18,82.7,1072367923
India,Asia,High,2009,20824.72,84.8,1156048335
India,Asia,High,2009,23026.53,84.1,1119356405
India,Asia,High,2009,22640.32,85.3,1105661687
India,Asia,High,2009,22758.09,88,1114857829
India,Asia,High,2009,21205.37,84,1116861460
India,Asia,High,2009,23305.07,84.9,1122256756
India,Asia,High,2009,19413.82,82.6,1101348150
India,Asia,High,2009,20595.34,85.2,1135627774
India,Asia,High,2009,23815.13,82.6,1119773669
India,Asia,High,2009,21675.61,81.6,1095515113
India,Asia,High,2009,21168.66,83.5,1060633153
India,Asia,High,2009,23744.75,82.4,1113902615
India,Asia,High,2009,20301.04,84.8,1121937806
India,Asia,High,2009,20018.72,82.5,1144688268
India,Asia,High,2009,21354.98,84.3,1116035408
India,Asia,High,2009,19220.22,83.8,1075804397
India,Asia,High,2009,21104.02,85.6,1086437406
India,Asia,High,2009,24256.2,83.7,1065977894
India,Asia,High,2009,24614.28,82.9,1154700391
India,Asia,High,2009,20216.62,82.9,1091793867
India,Asia,High,2009,18874.56,85.9,1108829757
India,Asia,High,2009,22390.47,85.6,1099199325
India,Asia,High,2009,21590.51,85.7,1109536365
India,Asia,High,2009,20847.22,83.9,1055583106
India,Asia,High,2010,19977.49,85.3,1081349264
India,Asia,High,2010,24407.13,85.4,1105631400
India,Asia,High,2010,24791,84.3,1063181874
India,Asia,High,2010,19516.8,85.1,1119522596
India,Asia,High,2010,22475.31,82,1075286909
India,Asia,High,2010,21929.28,84.7,1079379988
India,Asia,High,2010,22733.49,83.5,1078685373
India,Asia,High,2010,23041.29,83.1,1170562812
India,Asia,High,2010,21679.23,84.5,1088513961
India,Asia,High,2010,22109.16,84.7,1147091311
India,Asia,High,2010,22130.93,84.2,1163865436
India,Asia,High,2010,22760.54,84.7,1153606156
India,Asia,High,2010,23092.28,86.7,1100179381
India,Asia,High,2010,22347.14,83.2,1096776473
India,Asia,High,2010,21331.74,84.8,1093489313
India,Asia,High,2010,22287.1,83.6,1146719486
India,Asia,High,2010,21666.22,85.4,1161932622
India,Asia,High,2010,21287.2,85.4,1158304853
India,Asia,High,2010,19629.88,83.4,1133748201
India,Asia,High,2010,23497.39,82.8,1129364401
India,Asia,High,2010,18804.17,85.8,1122513023
India,Asia,High,2010,23428.85,87.2,1110886267
India,Asia,High,2010,21896.03,84.2,1080057226
India,Asia,High,2010,23737.27,85.4,1117144888
India,Asia,High,2010,22767.1,84.6,1155877040
India,Asia,High,2010,19387.49,84.7,1114491806
India,Asia,High,2010,23367.16,81.9,1144673509
India,Asia,High,2010,22102.63,86.7,1153109555
India,Asia,High,2010,23208.44,84.3,1069203070
India,Asia,High,2010,22027.46,85,1103698324
India,Asia,High,2010,21688.17,82.8,1082974401
India,Asia,High,2010,22419.1,83.2,1119673926
India,Asia,High,2010,22617.13,84.8,1120698916
India,Asia,High,2010,20590.11,84.7,1141407131
India,Asia,High,2010,22307.8,84.4,1153196755
India,Asia,High,2010,20245.54,84.6,1157245307
India,Asia,High,2010,21023.02,85.1,1094225780
India,Asia,High,2010,20983.31,85.2,1163762071
India,Asia,High,2010,20599.57,84.3,1152367270
India,Asia,High,2010,22549.01,81.8,1073785849
India,Asia,High,2011,26156.42,85.1,1162229581
India,Asia,High,2011,20748.26,85.2,1113344345
India,Asia,High,2011,22602.12,84.9,1135458706
India,Asia,High,2011,21051.44,83.4,1155253570
India,Asia,High,2011,22990.68,85.7,1164011935
India,Asia,High,2011,21485.72,85.1,1120476902
India,Asia,High,2011,21666.63,83.9,1170755795
India,Asia,High,2011,26039.43,82.4,1092758510
India,Asia,High,2011,20742.25,83.7,1095890556
India,Asia,High,2011,20347.72,85.5,1143969413
India,Asia,High,2011,23337.82,82.8,1148917622
India,Asia,High,2011,19535.05,82.3,1154413409
India,Asia,High,2011,22922.29,86.1,1110685921
India,Asia,High,2011,22591.04,84.9,1102519210
India,Asia,High,2011,24033.4,86.7,1117907502
India,Asia,High,2011,20181.6,83.2,1142291657
India,Asia,High,2011,24195.17,84.4,1148213241
India,Asia,High,2011,22631.6,83.9,1103225100
India,Asia,High,2011,24871.81,85.7,1098672912
India,Asia,High,2011,20301.47,84.4,1078520213
India,Asia,High,2011,20087.97,83,1185006939
India,Asia,High,2011,19410.67,83.9,1138150163
India,Asia,High,2011,24304.17,85.5,1091858869
India,Asia,High,2011,20003.34,82.4,1165398027
India,Asia,High,2011,22307.32,85.1,1115800484
India,Asia,High,2011,21207.4,85.6,1148434066
India,Asia,High,2011,21982.48,84.1,1161569997
India,Asia,High,2011,22784.43,85.8,1129836122
India,Asia,High,2011,21901.14,84.1,1111188057
India,Asia,High,2011,20032.67,83.2,1099601696
India,Asia,High,2011,24302.46,84.7,1104191139
India,Asia,High,2011,23010.87,84,1137485412
India,Asia,High,2011,19346.45,86.1,1129194200
India,Asia,High,2011,23667.02,81.9,1143510399
India,Asia,High,2011,22896.94,87,1154063988
India,Asia,High,2011,21795.27,84.1,1165051242
India,Asia,High,2011,21686.18,84,1180698701
India,Asia,High,2011,23405.76,84.8,1137550443
India,Asia,High,2011,19383.63,84.4,1141073980
India,Asia,High,2011,21562.97,85.7,1180187759
India,Asia,High,2012,23606.62,85.9,1097874686
India,Asia,High,2012,24267.39,80.7,1110516126
India,Asia,High,2012,23204,83.6,1190833182
India,Asia,High,2012,22280.46,85.5,1181134342
India,Asia,High,2012,20356.55,86.2,1128077704
India,Asia,High,2012,20844.36,85.1,1108143233
India,Asia,High,2012,25300.43,84.6,1154667982
India,Asia,High,2012,21943.46,82.6,1103454661
India,Asia,High,2012,21686.55,84,1162897146
India,Asia,High,2012,25122.96,86.3,1110098879
India,Asia,High,2012,21742.07,83.9,1103806994
India,Asia,High,2012,24267.01,85.2,1166628257
India,Asia,High,2012,22192.4,86.3,1158613451
India,Asia,High,2012,23411.74,82.1,1138937372
India,Asia,High,2012,22231.9,83.3,1193956543
India,Asia,High,2012,21990.41,84.3,1131742677
India,Asia,High,2012,23421.65,86.4,1161682719
India,Asia,High,2012,23527.51,83.3,1120893710
India,Asia,High,2012,23465.55,86,1106671407
India,Asia,High,2012,20759.28,83.8,1157702260
India,Asia,High,2012,20226.96,84.7,1101009773
India,Asia,High,2012,23939.72,83.2,1176483182
India,Asia,High,2012,24359.05,85.1,1128754666
India,Asia,High,2012,23278.37,83.8,1191561386
India,Asia,High,2012,23328.97,84.5,1112856051
India,Asia,High,2012,23723.5,85.3,1140513966
India,Asia,High,2012,21418.12,82.1,1109878669
India,Asia,High,2012,22655.52,85.9,1184672776
India,Asia,High,2012,21934.69,84.6,1088319669
India,Asia,High,2012,24030.78,86.2,1175506987
India,Asia,High,2012,19190.35,84.9,1136690916
India,Asia,High,2012,21226.21,82.6,1146694250
India,Asia,High,2012,21644.26,84.5,1142705375
India,Asia,High,2012,23102.23,85,1109978820
India,Asia,High,2012,22524.2,84.6,1193500614
India,Asia,High,2012,24284.5,84.7,1120747100
India,Asia,High,2012,22731.6,83.4,1096984078
India,Asia,High,2012,24088.64,84.7,1143402609
India,Asia,High,2012,21230.76,85.2,1088971630
India,Asia,High,2012,23186.13,83.6,1094822399
India,Asia,High,2013,24635.36,82.3,1140163420
India,Asia,High,2013,22577.87,83.9,1202386860
India,Asia,High,2013,23276.23,87.3,1096817713
India,Asia,High,2013,24464.33,84.4,1125148895
India,Asia,High,2013,26538.47,85.6,1120840330
India,Asia,High,2013,21404.71,85.1,1101561545
India,Asia,High,2013,25032.25,83.9,1126405630
India,Asia,High,2013,25939.89,85.2,1107797613
India,Asia,High,2013,22441.89,85.1,1206631314
India,Asia,High,2013,21550.9,84.8,1134828578
India,Asia,High,2013,25562.24,84.2,1181068578
India,Asia,High,2013,22056.79,85.1,1112827659
India,Asia,High,2013,23589.05,83.8,1196485902
India,Asia,High,2013,21555.32,84.5,1159694063
India,Asia,High,2013,24240.02,85.7,1196983115
India,Asia,High,2013,22061.78,84.1,1196794681
India,Asia,High,2013,21404.75,86.1,1180944546
India,Asia,High,2013,23994.73,86.2,1174664844
India,Asia,High,2013,24374.9,82.2,1155787329
India,Asia,High,2013,23691.45,85.1,1191359890
India,Asia,High,2013,24505.8,86.2,1182549133
India,Asia,High,2013,23185.96,86.3,1153238162
India,Asia,High,2013,22913.66,83.7,1169531803
India,Asia,High,2013,22328.84,85.6,1111242689
India,Asia,High,2013,22754.08,84.3,1140050518
India,Asia,High,2013,24815.78,84.5,1154167424
India,Asia,High,2013,22538.52,85.2,1121344812
India,Asia,High,2013,22978.75,85,1151456481
India,Asia,High,2013,25754.23,86.7,1097995841
India,Asia,High,2013,24980.46,83.1,1112531380
India,Asia,High,2013,24946.45,85.8,1208572906
India,Asia,High,2013,24174.96,84.2,1155341971
India,Asia,High,2013,21988.28,84.5,1180155611
India,Asia,High,2013,22387.53,83.2,1102562814
India,Asia,High,2013,24271.56,85.7,1179937719
India,Asia,High,2013,22026.47,84.2,1168861688
India,Asia,High,2013,21353.48,84.8,1174437375
India,Asia,High,2013,23800.72,83.2,1208305124
India,Asia,High,2013,24112.66,83.8,1162895698
India,Asia,High,2013,25864.74,85.7,1202536680
India,Asia,High,2014,23231.77,85.6,1150631510
India,Asia,High,2014,21748.59,81.6,1157419356
India,Asia,High,2014,24083.47,85.3,1180251644
India,Asia,High,2014,23998.76,85.1,1107540998
